X,Y,OBJECTID,MAR_WARD,ADDRESS,PROJECT_NAME,STATUS_PUBLIC,AGENCY_CALCULATED,TOTAL_AFFORDABLE_UNITS,LATITUDE,LONGITUDE,AFFORDABLE_UNITS_AT_0_30_AMI,AFFORDABLE_UNITS_AT_31_50_AMI,AFFORDABLE_UNITS_AT_51_60_AMI,AFFORDABLE_UNITS_AT_61_80_AMI,AFFORDABLE_UNITS_AT_81_AMI,CASE_ID,ADDRESS_ID,XCOORD,YCOORD,FULLADDRESS,GIS_LAST_MOD_DTTM
-77.00832227196338,38.831625394052494,269,Ward 8,"3939 South Capitol Street Southwest, Washington, District of Columbia 20032",Trinity Plaza (Retail Worker Housing Demo Initiative),Completed 2015 to Date,DCHFA DHCD,49,38.83161762,-77.00831999,17,27,0,5,0,,,399277.600078651,129314.386754502,,2019-12-30T04:00:25.000Z
-77.016403280495737,38.906795589445785,270,Ward 6,"1230 4th St NW, Washington, District of Columbia 20001",Cycle House,Pipeline,DMPED DHCD,26,38.90678436,-77.01637251,4,11,11,0,0,,237503,398577.45,137658.93,1230 4TH STREET NW,2019-12-30T04:00:25.000Z
-77.009436076439272,38.90640314554382,271,Ward 6,"1200 North Capitol St NW, Washington, District of Columbia 20002",Tyler House Apartments,Completed 2015 to Date,DCHFA,284,38.90639569,-77.00943379,0,0,284,0,0,,237128,399181.75,137615.28,1200 NORTH CAPITOL STREET NW,2019-12-30T04:00:25.000Z
-77.030061079307018,38.962519225824586,275,Ward 4,"5922 13th St NW, Washington, District of Columbia 20011",Valencia Apartments,Completed 2015 to Date,DHCD,29,38.96249626,-77.03007701,0,0,29,0,0,,243483,397394.87,143845.04,5922 13TH STREET NW,2019-12-30T04:00:25.000Z
-76.950868143131359,38.922331829829524,284,Ward 5,"3814 Fort Lincoln Drive Northeast, Washington, District of Columbia 20018",Villages at Dakota Crossing Phase III,Completed 2015 to Date,DMPED,24,38.92233336,-76.95083508,0,0,0,24,0,,310077,404260.75,139384.6,3814 FORT LINCOLN DRIVE NE,2019-12-30T04:00:25.000Z
-77.03305578328694,38.967356568591377,285,Ward 4,"1388 Tuckerman Street Northwest, Washington, District of Columbia 20011",Vizcaya Apartments,Completed 2015 to Date,DHCD,17,38.9673491,-77.03305349,0,0,17,0,0,,257527,397135.52,144382.12,1388 TUCKERMAN STREET NW,2019-12-30T04:00:25.000Z
-77.028852253333412,38.976589413248512,288,Ward 4,"6900 Georgia Ave NW, Washington, District of Columbia 20012",Walter Reed - Developer only,Under Construction,DMPED DHCD,318,38.97658194,-77.02884996,0,139,0,179,0,,292768,397500.13,145406.93,6900 GEORGIA AVENUE NW,2019-12-30T04:00:25.000Z
-77.050553861702269,38.905012418955017,292,Ward 2,"2300 M St NW, Washington, District of Columbia 20037",West End Parcels (Square 50 - West End Affordable),Completed 2015 to Date,DMPED DCHA DCHFA DHCD OP,55,38.90500497,-77.05055156,3,0,52,0,0,11-12,243314,395615.27,137462.07,2300 M STREET NW,2019-12-30T04:00:25.000Z
-77.022998056392112,38.92974004657799,295,Ward 1,"660 Kenyon St NW, Washington, District of Columbia 20010",Kenyon House Family Tenants Association,Completed 2015 to Date,DHCD,8,38.92973259,-77.02299576,2,0,0,6,0,,298206,398006.09,140206.08,660 KENYON STREET NW,2019-12-30T04:00:25.000Z
-77.024381189834529,38.904387705819119,297,Ward 2,"901 L Street Northwest, Washington, District of Columbia 20001",Square 369,Under Construction,DHCD OP,23,38.90446585,-77.02429142,0,0,19,4,0,14-09,313138,397885.41,137391.79,901 L STREET NW,2019-12-30T04:00:25.000Z
-76.984808615108193,38.915551682327468,300,Ward 5,"1401 New York Ave NE, Washington, District of Columbia 20002",Hechts Warehouse District,Completed 2015 to Date,DMPED DHCD OP,37,38.91554389,-76.98480634,0,10,10,17,0,14-01 and  14-01A,286132,401317.67,138630.91,1401 NEW YORK AVENUE NE,2019-12-30T04:00:25.000Z
-76.997128703469699,38.858552736765894,319,Ward 8,"2704 Wade Road Southeast, Washington, District of Columbia 20020",Parkchester Apartments,Completed 2015 to Date,DHCD,187,38.85854529,-76.99712642,94,0,93,0,0,,278231,400249.41,132303.48,2704 WADE ROAD SE,2019-12-30T04:00:25.000Z
-76.950520414926487,38.898627756007471,321,Ward 7,"600 Kenilworth Terrace Northeast, Washington, District of Columbia 20019",The Grove at Parkside,Completed 2015 to Date,DCHA DCHFA DHCD OP,186,38.89852971,-76.95060905,10,0,176,0,0,05-28J,311058,404292.33,136753.27,600 KENILWORTH TERRACE NE,2019-12-30T04:00:25.000Z
-76.939767955002893,38.88193630885344,322,Ward 7,"4802 Alabama Avenue Southeast, Washington, District of Columbia 20019",Benning Heights Apartments,Completed 2015 to Date,DCHFA DHCD,148,38.88208722,-76.93992495,60,60,28,0,0,,152226,405226.28,134900.95,4802 ALABAMA AVENUE SE,2019-12-30T04:00:25.000Z
-76.982553816246252,38.926737816259561,323,Ward 5,"1545 Girard Street Northeast, Washington, District of Columbia 20018",Girard Street Community Partners,Completed 2015 to Date,DCHA DHCD,25,38.92670425,-76.98265188,25,0,0,0,0,,306577,401512.98,139872.7,1545 GIRARD STREET NE,2019-12-30T04:00:25.000Z
-77.002422611739036,38.828293643353554,330,Ward 8,"4319 3rd Street Southeast, Washington, District of Columbia 20032",Atlantic Terrace,Completed 2015 to Date,DCHFA DHCD,195,38.828286,-77.00242033,78,117,0,0,0,,295776,399789.84,128944.51,4319 3RD STREET SE,2019-12-30T04:00:25.000Z
-77.031727566589609,38.907595166708774,331,Ward 2,"1301 14th St NW, Washington, District of Columbia 20005",N Street Village,Completed 2015 to Date,DCHA DCHFA DHCD,95,38.90758771,-77.03172527,44,12,39,0,0,,225359,397248.32,137748.04,1301 14TH STREET NW,2019-12-30T04:00:25.000Z
-77.015444093443008,38.902768085711983,332,Ward 6,"307 K St NW, Washington, District of Columbia 20005",Plaza West,Completed 2015 to Date,DMPED DCHA DCHFA DHCD,223,38.9027603,-77.0154418,35,108,80,0,0,,312744,398660.57,137211.83,307 K STREET NW,2019-12-30T04:00:25.000Z
-77.023213643376351,38.957123127064115,333,Ward 4,"734 Longfellow Street Northwest, Washington, District of Columbia 20011",Manna Brightwood TOPA Pool,Completed 2015 to Date,DHCD,52,38.95711566,-77.02321135,0,45,7,0,0,,250300,397988.17,143245.85,734 LONGFELLOW STREET NW,2019-12-30T04:00:25.000Z
-77.003061812866349,38.837016973198722,395,Ward 8,"3719 2nd Street SE, Washington, District of Columbia 20032",United 2nd Street Tenant Association,Completed 2015 to Date,DHCD,25,38.83700953,-77.00305953,1,13,0,11,0,,31317,399734.37,129912.86,3719 2ND STREET SE,2019-12-30T04:00:25.000Z
-76.929213426596078,38.886722851431379,396,Ward 7,"5026 B Street, SE, Washington, District of Columbia 20019","B Street (5026 B Street, SE)",Completed 2015 to Date,DHCD,1,38.88669035,-76.92920889,0,1,0,0,0,,310651,406141.64,135432.95,5026 B STREET SE,2019-12-30T04:00:25.000Z
-77.032270402009004,38.91938342029939,397,Ward 1,"2202 14th Street NW, Washington, District of Columbia 20009",Lumen Condominiums,Completed 2015 to Date,DHCD,2,38.91937596,-77.03226811,0,0,0,2,0,,239928,397201.7,139056.65,2202 14TH STREET NW,2019-12-30T04:00:25.000Z
-77.027036845210048,38.966358289947969,399,Ward 4,"919 Sheridan Street, NW, Washington, District of Columbia 20011",919 Sheridan LLC,Completed 2015 to Date,DHCD,2,38.96635082,-77.02703455,0,1,0,1,0,,254163,397657.1,144271.13,919 SHERIDAN STREET NW,2019-12-30T04:00:25.000Z
-77.027306413241874,38.91069695635727,400,Ward 2,"1101 Rhode Island Ave NW, Washington, District of Columbia",Holm,Completed 2015 to Date,DHCD,3,38.910796,-77.027452,0,2,0,1,0,,278837,397631.89,138092.24,1101 RHODE ISLAND AVENUE NW,2019-12-30T04:00:25.000Z
-76.986244615113478,38.901380199525889,402,Ward 5,"1111 Orren St NE, Washington, District of Columbia 20002",The Corey,Completed 2015 to Date,DHCD,6,38.90139421,-76.98626297,0,3,0,3,0,,313404,401193.37,137057.74,1111 ORREN STREET NE,2019-12-30T04:00:25.000Z
-76.981976284765992,38.879213429062204,403,Ward 6,"1600 Pennsylvania Avenue SE, Washington, District of Columbia",1600 Pennsylvania Avenue SE,Completed 2015 to Date,DHCD,8,38.87913804,-76.98187941,0,4,0,4,0,,311021,401564.1,134597.12,1600 PENNSYLVANIA AVENUE SE,2019-12-30T04:00:25.000Z
-77.025130830115287,38.907093025114285,404,Ward 2,"926 N Street, NW, Washington, District of Columbia",Bailey Flats on Blagden,Completed 2015 to Date,DHCD,2,38.90695503,-77.02518337,0,1,0,1,0,,239789,397820.47,137692.12,926 N STREET NW,2019-12-30T04:00:25.000Z
-76.983084310112901,38.89076648736566,405,Ward 6,"1511 A Street Northeast, Washington, District of Columbia 20002",1511 A Street NE,Completed 2015 to Date,DHCD,2,38.890749,-76.98307,0,1,0,1,0,,62153,401467.72,135879.58,1511 A STREET NE,2019-12-30T04:00:25.000Z
-77.032704093372615,38.921390715400157,407,Ward 1,"1412 Chapin St NW, Washington, District of Columbia",Chapin Row,Completed 2015 to Date,DHCD OP,4,38.921315,-77.032704,0,2,0,2,0,09-15,234165,397164.17,139279.49,1412 CHAPIN STREET NW,2019-12-30T04:00:25.000Z
-77.043150729358331,38.923479057625833,409,Ward 1,"1827 Adams Mill Road NW, Washington, District of Columbia",The Adamo,Completed 2015 to Date,DHCD,3,38.9234716,-77.04314843,0,2,0,1,0,,300759,396258.37,139511.69,1827 ADAMS MILL ROAD NW,2019-12-30T04:00:25.000Z
-77.080845995333263,38.949979952184982,410,Ward 3,"4600 Wisconsin Avenue, NW, Washington, District of Columbia",Tenley View,Completed 2015 to Date,DHCD OP,6,38.94994728,-77.08082739,0,0,0,6,0,10-23,264444,392992.22,142455.74,4600 WISCONSIN AVENUE NW,2019-12-30T04:00:25.000Z
-77.029139521514566,38.907790691460811,411,Ward 2,"1311 13th Street NW, Washington, District of Columbia",Logan 13,Completed 2015 to Date,DHCD,5,38.90778324,-77.02913723,0,3,0,2,0,,243348,397472.8,137769.67,1311 13TH STREET NW,2019-12-30T04:00:25.000Z
-77.03923534391545,38.924657465117633,412,Ward 1,"1700 Columbia Road NW, Washington, District of Columbia",Ontario 17,Completed 2015 to Date,DHCD,9,38.92449997,-77.03938069,0,0,0,9,0,,284066,396597.95,139642.35,1700 COLUMBIA ROAD NW,2019-12-30T04:00:25.000Z
-77.023077423531674,38.918399996205672,413,Ward 1,"2112 8th St NW, Washington, District of Columbia 20001",Atlantic Plumbing (2112 8th Street NW),Completed 2015 to Date,DHCD,29,38.91852622,-77.02307471,0,0,0,29,0,,284190,397998.89,138947.24,2112 8TH STREET NW,2019-12-30T04:00:25.000Z
-77.023148711654372,38.93020070185684,414,Ward 1,"3205 Georgia Avenue NW, Washington, District of Columbia",Georgia Gibson,Completed 2015 to Date,DHCD,5,38.93023,-77.0231462,0,3,0,2,0,,218154,397993.04,140257.22,3205 GEORGIA AVENUE NW,2019-12-30T04:00:25.000Z
-77.041442330629849,38.921608196639937,415,Ward 1,"2360 Champlain St NW, Washington, District of Columbia 20009",Eden (2360 Champlain Street NW),Completed 2015 to Date,DHCD,2,38.92153316,-77.04148266,0,1,0,1,0,,242974,396406.42,139303.94,2360 CHAMPLAIN STREET NW,2019-12-30T04:00:25.000Z
-77.032234103185445,38.908979160625456,417,Ward 2,"1400 14th St NW, Washington, District of Columbia 20005",Mai Place,Completed 2015 to Date,DHCD,4,38.90897171,-77.03223181,0,0,0,4,0,,240221,397204.44,137901.69,1400 14TH STREET NW,2019-12-30T04:00:25.000Z
-77.014709644392866,38.87613455299374,418,Ward 6,"222 M St SW, Washington, District of Columbia 20024",St. Matthews Redevelopment,Completed 2015 to Date,DHCD OP,23,38.87604341,-77.01472774,0,0,0,23,0,11-13,277791,398723.8,134255.29,222 M STREET SW,2019-12-30T04:00:25.000Z
-76.993718111729351,38.930543159989433,419,Ward 5,"3300 9th Street Northeast, Washington, District of Columbia 20017",Brookland Station,Completed 2015 to Date,DHCD,1,38.93054362,-76.99365805,0,1,0,0,0,,312213,400544.88,140295,3300 9TH STREET NE,2019-12-30T04:00:25.000Z
-77.02088571408899,38.933428985063074,420,Ward 1,"3542 Warder Street Northwest, Washington, District of Columbia 20010",The Warder,Completed 2015 to Date,DHCD,1,38.93342153,-77.02088342,0,1,0,0,0,,228805,398189.34,140615.54,3542 WARDER STREET NW,2019-12-30T04:00:25.000Z
-77.007356565748481,38.830570056416143,421,Ward 8,"4016 South Capitol Street, SE, Washington, District of Columbia",4016 S. Capitol St SE,Completed 2015 to Date,DHCD,3,38.83056262,-77.00735428,0,2,0,1,0,,27895,399361.44,129197.23,4016 SOUTH CAPITOL STREET SE,2019-12-30T04:00:25.000Z
-77.0147433016284,38.973762647789535,422,Ward 4,"6918 Willow Street Northwest, Washington, District of Columbia 20012",Willow & Maple,Completed 2015 to Date,DHCD,5,38.97346501,-77.01487435,0,3,0,2,0,,311662,398722.63,145092.84,6918 WILLOW STREET NW,2019-12-30T04:00:25.000Z
-76.987046861456832,38.912899446966058,425,Ward 5,"1495 Gallaudet Street Northeast, Washington, District of Columbia 20002",Corcoran Flats (1495 Gallaudet Street NE),Completed 2015 to Date,DHCD,1,38.91289199,-76.98704458,0,1,0,0,0,,312284,401123.6,138336.46,1495 GALLAUDET STREET NE,2019-12-30T04:00:25.000Z
-77.000783889093555,38.920374736343348,428,Ward 5,"2300 4th Street Northeast, Washington, District of Columbia 20002",The Chaplain,Completed 2015 to Date,DHCD,2,38.92036728,-77.0007816,0,1,0,1,0,,289735,399932.22,139166.2,2300 4TH STREET NE,2019-12-30T04:00:25.000Z
-76.9973896336096,38.900411770632168,429,Ward 6,"600 H Street, NE, Washington, District of Columbia",The Apollo,Completed 2015 to Date,DHCD OP,35,38.90039703,-76.9981451,0,3,0,32,0,12-18,311750,400226.63,136950.15,600 H STREET NE,2019-12-30T04:00:25.000Z
-77.031141000363988,38.973461708500629,326,Ward 4,"1324 Main Drive Northwest, Washington, District of Columbia 20307",Walter Reed - HELP Walter Reed,Completed 2015 to Date,DMPED DCHA DHCD,77,38.973454,-77.031139,75,2,0,0,0,,316865,397301.69,145059.79,1324 MAIN DRIVE NW,2019-12-30T04:00:25.000Z
-77.028852253333412,38.976589413248512,327,Ward 4,"6900 Georgia Ave NW, Washington, District of Columbia 20012",Walter Reed - SOMEs Walter Reed Building 17 Project,Pipeline,DCHA DHCD,40,38.97658194,-77.02884996,40,0,0,0,0,,292768,397500.13,145406.93,6900 GEORGIA AVENUE NW,2019-12-30T04:00:25.000Z
-77.002512320869755,38.877202046795148,328,Ward 6,"1100 2nd Place Southeast, Washington, District of Columbia 20003",The Harlow (Square 769N),Completed 2015 to Date,DCHA DHCD,36,38.877362,-77.001827,9,27,0,0,0,,313921,399782.2,134373.69,1100 2ND PLACE SE,2019-12-30T04:00:25.000Z
-76.928032840196821,38.885781654607996,329,Ward 7,"5100 Bass Pl SE, Washington, District of Columbia 20019",Maya Angelou Cooperative,Completed 2015 to Date,DHCD,9,38.8857742,-76.92803058,0,0,0,9,0,,13515,406244.15,135328.55,5100 BASS PLACE SE,2019-12-30T04:00:25.000Z
-76.994515633487325,38.922970359148884,430,Ward 5,"806 Channing Place Northeast, Washington, District of Columbia 20018",Brookland Press,Completed 2015 to Date,DHCD,12,38.92280559,-76.99407158,0,0,0,12,0,,289750,400475.78,139454.35,806 CHANNING PLACE NE,2019-12-30T04:00:25.000Z
-77.03702993277075,38.9299936301271,431,Ward 1,"3146 16th St NW, Washington, District of Columbia 20010",The Vintage,Completed 2015 to Date,DHCD,8,38.92998617,-77.03702764,0,4,0,4,0,,236414,396789.43,140234.63,3146 16TH STREET NW,2019-12-30T04:00:25.000Z
-77.026554687503634,38.905810461579023,432,Ward 2,"1011 M St NW, Washington, District of Columbia 20001",10Eleven,Completed 2015 to Date,DHCD,7,38.90580301,-77.0265524,0,0,0,7,0,,312330,397696.93,137549.78,1011 M STREET NW,2019-12-30T04:00:25.000Z
-76.987031958781714,38.901640450939887,433,Ward 5,"1326 Florida Avenue Northeast, Washington, District of Columbia 20002",The Hendrix,Completed 2015 to Date,DHCD,4,38.901633,-76.98702968,0,2,0,2,0,,301806,401125.07,137086.62,1326 FLORIDA AVENUE NE,2019-12-30T04:00:25.000Z
-77.03158991607404,38.916469951520298,434,Ward 1,"1925 14th St NW, Washington, District of Columbia 20009","Elysium Fourteen (1925 14th Street, NW)",Completed 2015 to Date,DHCD,4,38.9164625,-77.03158762,0,0,0,4,0,,302229,397260.6,138733.21,1925 14TH STREET NW,2019-12-30T04:00:25.000Z
-77.041113387653638,38.921500000964294,435,Ward 1,"2345 Champlain Street Northwest, Washington, District of Columbia 20009",The Morgan,Completed 2015 to Date,DHCD,4,38.92149221,-77.04111109,0,2,0,2,0,,,396434.939723601,139291.916470317,,2019-12-30T04:00:25.000Z
-76.969608632409845,38.872726233791568,436,Ward 7,"2537 Pennsylvania Ave SE, Washington, District of Columbia 20020","2537 Pennsylvania Avenue, SE",Under Construction,DHCD,3,38.87271845,-76.96960636,0,2,0,1,0,,,402637.470045971,133877.277090016,,2019-12-30T04:00:25.000Z
-77.026020437600735,38.932067880543151,438,Ward 1,"777 Morton Street Northwest, Washington, District of Columbia 20010",Morton Street Mews,Completed 2015 to Date,DHCD,2,38.93201222,-77.02603185,0,1,0,1,0,,233061,397744.1,140464.56,777 MORTON STREET NW,2019-12-30T04:00:25.000Z
-77.023752368023622,38.934400163386925,439,Ward 1,"3559 Georgia Ave NW, Washington, District of Columbia 20010",The V at Georgia Ave,Under Construction,DHCD,2,38.9343927,-77.02375008,0,0,0,2,0,,284757,397940.82,140723.41,3559 GEORGIA AVENUE NW,2019-12-30T04:00:25.000Z
-77.035646148601316,38.928049345783933,440,Ward 1,"3035 15th St NW, Washington, District of Columbia 20009",The Apex,Completed 2015 to Date,DHCD,2,38.92802685,-77.0357225,0,1,0,1,0,,234374,396909.33,140018.75,3035 15TH STREET NW,2019-12-30T04:00:25.000Z
-77.019417820873571,38.883416790032825,443,Ward 6,"555 E Street SW, Washington, District of Columbia",Old Engine Co. 13,Under Construction,DMPED DHCD,48,38.88297,-77.019112,0,12,0,36,0,,316452,398315.43,135063.75,555 E STREET SW,2019-12-30T04:00:25.000Z
-77.004137283175382,38.872947782551385,444,Ward 6,"125 O St SE, Washington, District of Columbia","DC Water Parcels - F1, G1, G2",Pipeline,DMPED OP,228,38.87294,-77.004135,90,90,0,48,0,13-05,,399641.178056347,133901.439865316,,2019-12-30T04:00:25.000Z
-77.024325462917304,38.938405225797311,445,Ward 4,"3825 Georgia Avenue, Washington, District of Columbia",3825 Georgia Avenue,Completed 2015 to Date,DMPED,7,38.93835,-77.024347,4,0,3,0,0,,295066,397891.25,141168.02,3825 GEORGIA AVENUE NW,2019-12-30T04:00:25.000Z
-77.025368727017238,38.916299769033969,446,Ward 1,"1923 Vermont Ave NW, Washington, District of Columbia",Grimke Elementary School,Pipeline,DMPED,27,38.916292,-77.025366,0,11,8,8,0,,239514,397800.12,138714.15,1923 VERMONT AVENUE NW,2019-12-30T04:00:25.000Z
-77.023419053791073,38.928816881220911,447,Ward 1,"3012 Georgia Avenue Northwest, Washington, District of Columbia 20001",Bruce Monroe Build First,Pipeline,DMPED OP,201,,,90,0,111,0,0,16-11,294551,397969.56,140103.61,3012 GEORGIA AVENUE NW,2019-12-30T04:00:25.000Z
-77.031595620627741,38.919976172559352,591,Ward 1,"1350 Florida Avenue, NW, Washington, District of Columbia","1350 Florida Avenue, NW",Completed 2015 to Date,DHCD,4,38.91996871,-77.03159333,0,0,0,4,0,,311601,397260.24,139122.43,1350 FLORIDA AVENUE NW,2019-12-30T04:00:25.000Z
-77.026192039236278,38.94332893521706,592,Ward 4,"4308 Georgia Avenue, NW, Washington, District of Columbia",Montage South Condominiums,Completed 2015 to Date,DHCD,2,38.94328472,-77.02618904,0,1,0,1,0,,252608,397729.58,141714.64,4308 GEORGIA AVENUE NW,2019-12-30T04:00:25.000Z
-76.983367761623199,38.879845123832062,595,Ward 6,"1500 Pennsylvania Avenue SE, Washington, District of Columbia",The One-Five,Completed 2015 to Date,DHCD,5,38.8798809,-76.9832818,0,3,0,2,0,,62567,401443.35,134667.22,1500 PENNSYLVANIA AVENUE SE,2019-12-30T04:00:25.000Z
-77.002268176117354,38.918922934783161,597,Ward 5,"2126 3rd St NE, Washington, District of Columbia 20002",Kensington Place,Completed 2015 to Date,DHCD,2,38.918937,-77.002231,0,1,0,1,0,,311056,399803.5,139005.04,2126 3RD STREET NE,2019-12-30T04:00:25.000Z
-77.040276088276428,38.907445065755837,598,Ward 2,"1745 N Street NW, Washington, District of Columbia",1745 N Street NW,Completed 2015 to Date,DHCD,3,38.90743761,-77.04027379,0,0,0,3,0,,218470,396506.86,137731.67,1745 N STREET NW,2019-12-30T04:00:25.000Z
-77.040029671977024,38.923820322678502,1029,Ward 1,"2525 Ontario Rd NW, Washington, District of Columbia 20009",Ontario Court,Completed 2015 to Date,DCHFA,27,38.92381287,-77.04002737,14,5,8,0,0,,235734,396529.03,139549.45,2525 ONTARIO ROAD NW,2019-12-30T04:00:25.000Z
-77.022196045329792,38.913050026811781,1030,Ward 6,"1710 Seventh St. NW, Washington, District of Columbia",Channing Phillips,Completed 2015 to Date,DCHFA,56,38.9128145,-77.02209118,0,0,56,0,0,,311198,398075.18,138353.33,1710 7TH STREET NW,2019-12-30T04:00:25.000Z
-77.035439571442481,38.96721020705391,1032,Ward 4,"6323 Luzon Avenue Northwest, Washington, District of Columbia 20011",Luzon Tenant Association,Completed 2015 to Date,DHCD,43,38.967203,-77.035437,0,11,30,2,0,,257970,396928.93,144365.95,6323 LUZON AVENUE NW,2019-12-30T04:00:25.000Z
-77.024745047985547,38.954914886974983,1033,Ward 4,"812 Jefferson Street Northwest, Washington, District of Columbia 20011",The Homestead Apartments,Completed 2015 to Date,DCHFA DHCD,45,38.95492,-77.024717,0,0,45,0,0,,254711,397855.37,143000.75,812 JEFFERSON STREET NW,2019-12-30T04:00:25.000Z
-77.026328479412129,38.957638010006377,1034,Ward 4,"909 Longfellow Street Northwest, Washington, District of Columbia 20011",Barlee Tenant Association,Completed 2015 to Date,DHCD,62,38.957631,-77.026326,0,25,37,0,0,,254435,397718.21,143303.08,909 LONGFELLOW STREET NW,2019-12-30T04:00:25.000Z
-76.989962044369591,38.881068945942303,1035,Ward 6,"1209 G Street, SE, Washington, District of Columbia",Cambridge Row,Completed 2015 to Date,DHCD,1,38.88106149,-76.98995977,0,1,0,0,0,,311043,400871.16,134802.99,1209 G STREET SE,2019-12-30T04:00:25.000Z
-76.975736188021358,38.869306211051608,1036,Ward 8,"2109 R Street, SE, Washington, District of Columbia","2109 R Street, SE",Completed 2015 to Date,DHCD,2,38.86927055,-76.97564416,0,1,0,1,0,,51771,402105.84,133497.47,2109 R STREET SE,2019-12-30T04:00:25.000Z
-76.99911392110188,38.899977052952138,1037,Ward 6,"501 H Street, NE, Washington, District of Columbia","501 H Street, NE",Completed 2015 to Date,DHCD OP,3,38.89995663,-76.99914507,0,3,0,0,0,14-14,15247,400077.06,136901.89,501 H STREET NE,2019-12-30T04:00:25.000Z
-77.039981227538803,38.921334672413835,1038,Ward 1,"2341 Ontario Road, NW, Washington, District of Columbia","2341 Ontario Road, NW",Under Construction,DHCD,2,38.92132722,-77.03997893,0,1,0,1,0,,305796,396533.11,139273.52,2341 ONTARIO ROAD NW,2019-12-30T04:00:25.000Z
-77.028546716011093,38.958591438905827,1039,Ward 4,"5702 Georgia Avenue, NW, Washington, District of Columbia","5702 Georgia Avenue, NW",Under Construction,DHCD,3,38.95858364,-77.02854442,0,0,0,3,0,,,397525.980205265,143408.977170675,,2019-12-30T04:00:25.000Z
-77.04247747050151,38.909892304457706,1040,Ward 2,"15 Dupont Circle, NW, Washington, District of Columbia",Patterson House,Completed 2015 to Date,DHCD,7,38.90988485,-77.04247517,0,0,0,7,0,,225555,396316.05,138003.42,15 DUPONT CIRCLE NW,2019-12-30T04:00:25.000Z
-77.039924845191806,38.918464367980462,1041,Ward 1,"2101 Champlain Street, NW, Washington, District of Columbia",Reed Row,Completed 2015 to Date,DHCD,15,38.91836893,-77.04008451,0,0,0,15,0,,311956,396537.86,138954.89,2101 CHAMPLAIN STREET NW,2019-12-30T04:00:25.000Z
-77.031611241299927,38.912032258504745,1043,Ward 2,"1350 Corcoran Street, NW, Washington, District of Columbia",The Corcoran,Completed 2015 to Date,DHCD,3,38.91200461,-77.03143668,0,0,0,3,0,,312873,397258.58,138240.59,1350 CORCORAN STREET NW,2019-12-30T04:00:25.000Z
-77.033378095487137,38.917892410628696,1045,Ward 1,"1440 V St NW, Washington, District of Columbia 20009",Portner Flats,Completed 2015 to Date,DCHFA DHCD OP,48,38.917646,-77.03355,0,48,0,0,0,14-08,298461,397105.58,138891.17,1440 V STREET NW,2019-12-30T04:00:25.000Z
-76.98720169863256,38.855783510934408,1047,Ward 8,"2400 Pomeroy Rd SE, Washington, District of Columbia",Pomeroy Gardens,Completed 2015 to Date,DCHFA DHCD,60,38.855795,-76.987173,0,0,60,0,0,,287017,401111.06,131996.15,2400 POMEROY ROAD SE,2019-12-30T04:00:25.000Z
-77.017180134810559,38.881951385852062,1622,,"600 4th Street Southwest, Washington, District of Columbia 20024",The Kiley,Under Construction,DHCD,19,,,0,10,0,9,0,,318962,398509.55,134901.04,600 4TH STREET SW,2019-12-30T04:00:25.000Z
-81.529192133279366,37.577269187734757,1623,Ward 5,"2607 Reed Street Northeast, Washington, District of Columbia 20018",2607 Reed St. NE,Under Construction,DHCD,26,,,0,1,25,0,0,,,0,0,,2019-12-30T04:00:25.000Z
-76.997926892051126,38.910896511172638,1624,,"401 New York Avenue Northeast, Washington, District of Columbia 20002",401 New York Ave & 1348 4th St NE,Pipeline,OP,37,-76.997925,38.910889,0,0,37,0,0,19-29,302556,400180,138114.04,401 NEW YORK AVENUE NE,2019-12-30T04:00:25.000Z
-81.529192133279366,37.577269187734757,1625,,,3117 Georgia Ave NW,Pipeline,DHCD,0,,,0,0,0,0,0,,,0,0,,2019-12-30T04:00:25.000Z
,,1626,Ward 1,"1417 Belmont Street Northwest, Washington, District of Columbia 20009",1417 Belmont ST NW,Pipeline,DHCD,0,-77.032677,38.920852,0,0,0,0,0,,,47140353.3732365,-6452380.68556906,,2019-12-30T04:00:25.000Z
-77.007814003522455,38.949307613332849,1213,Ward 5,"4819 N Capitol St NE, Washington, District of Columbia 20011",Tivoli Gardens TOPA,Completed 2015 to Date,DHCD,49,38.9493,-77.007812,4,8,37,0,0,,299734,399322.85,142378.03,4819 NORTH CAPITOL STREET NE,2019-12-30T04:00:25.000Z
-77.020191678764505,38.900236193103417,1214,Ward 2,"800 6th St NW, Washington, District of Columbia 20001",Wah Luck House,Under Construction,DHCD,152,38.900229,-77.020189,0,152,0,0,0,,279939,398248.7,136930.85,800 6TH STREET NW,2019-12-30T04:00:25.000Z
-77.000062049995904,38.82781946270137,1215,Ward 8,"4216 4th St SE, Washington, District of Columbia 20032",Atlantic Gardens,Completed 2015 to Date,DCHFA DHCD,172,38.827812,-77.00006,108,64,0,0,0,,147359,399994.81,128891.87,4216 4TH STREET SE,2019-12-30T04:00:25.000Z
-76.99131660348958,38.934035616911892,1216,Ward 5,"3614 12th Street Northeast, Washington, District of Columbia 20017",3614 12th St NE,Completed 2015 to Date,DHCD,1,38.934001,-76.991336,0,0,0,1,0,,32748,400753.07,140682.71,3614 12TH STREET NE,2019-12-30T04:00:25.000Z
